_id,date,center_name,attendance_count
26600564,2012-05-14,Ormsby Community Center,24
26600565,2012-05-14,Phillips Community Center,57
26600566,2012-05-13,Brookline Community Center,337
26600567,2012-05-12,West Penn Community Center,42
26600568,2012-05-12,Brookline Community Center,197
26600569,2012-05-12,Jefferson Community Center,8
26600570,2012-05-12,Ormsby Community Center,1
26600571,2012-05-12,Phillips Community Center,22
26600572,2012-05-11,West Penn Community Center,61
26600573,2012-05-11,Warrington Community Center,15
26600574,2012-05-11,Brookline Community Center,77
26600575,2012-05-11,Ammon Community Center,14
26600576,2012-05-11,Jefferson Community Center,39
26600577,2012-05-11,Ormsby Community Center,21
26600578,2012-05-11,Magee Community Center,15
26600579,2012-05-11,Phillips Community Center,41
26600580,2012-05-10,Warrington Community Center,33
26600581,2012-05-10,West Penn Community Center,99
26600582,2012-05-10,Brookline Community Center,169
26600583,2012-05-10,Jefferson Community Center,26
26600584,2012-05-10,Magee Community Center,12
26600585,2012-05-10,Ormsby Community Center,25
26600586,2012-05-10,Phillips Community Center,74
26600587,2012-05-09,West Penn Community Center,63
26600588,2012-05-09,Warrington Community Center,49
26600589,2012-05-09,Brookline Community Center,181
26600590,2012-05-09,Ammon Community Center,13
26600591,2012-05-09,Jefferson Community Center,21
26600592,2012-05-09,Ormsby Community Center,32
26600593,2012-05-09,Magee Community Center,8
26600594,2012-05-09,Phillips Community Center,39
26600595,2012-05-08,Warrington Community Center,50
26600596,2012-05-08,West Penn Community Center,69
26600597,2012-05-08,Ammon Community Center,154
26600598,2012-05-08,Brookline Community Center,271
26600599,2012-05-08,Jefferson Community Center,24
26600600,2012-05-08,Magee Community Center,8
26600601,2012-05-08,Ormsby Community Center,23
26600602,2012-05-08,Phillips Community Center,45
26600603,2012-05-07,West Penn Community Center,60
26600604,2012-05-07,Warrington Community Center,32
26600605,2012-05-07,Brookline Community Center,250
26600606,2012-05-07,Ammon Community Center,205
26600607,2012-05-07,Jefferson Community Center,29
26600608,2012-05-07,Ormsby Community Center,15
26600609,2012-05-07,Magee Community Center,18
26600610,2012-05-07,Phillips Community Center,38
26600611,2012-05-06,Phillips Community Center,50
26600612,2012-05-05,Warrington Community Center,1
26600613,2012-05-05,West Penn Community Center,9
26600614,2012-05-05,Brookline Community Center,209
26600615,2012-05-05,Jefferson Community Center,10
26600616,2012-05-05,Phillips Community Center,42
26600617,2012-05-04,West Penn Community Center,32
26600618,2012-05-04,Warrington Community Center,25
26600619,2012-05-04,Brookline Community Center,214
26600620,2012-05-04,Jefferson Community Center,30
26600621,2012-05-04,Ormsby Community Center,13
26600622,2012-05-04,Phillips Community Center,22
26600623,2012-05-03,Warrington Community Center,164
26600624,2012-05-03,West Penn Community Center,108
26600625,2012-05-03,Brookline Community Center,213
26600626,2012-05-03,Arlington Community Center,25
26600627,2012-05-03,Jefferson Community Center,29
26600628,2012-05-03,Ormsby Community Center,21
26600629,2012-05-03,Phillips Community Center,66
26600630,2012-05-02,West Penn Community Center,55
26600631,2012-05-02,Warrington Community Center,56
26600632,2012-05-02,Arlington Community Center,23
26600633,2012-05-02,Brookline Community Center,233
26600634,2012-05-02,Jefferson Community Center,30
26600635,2012-05-02,Ormsby Community Center,16
26600636,2012-05-02,Phillips Community Center,42
26600637,2012-05-02,Paulson Community Center,18
26600638,2012-05-01,Warrington Community Center,41
26600639,2012-05-01,West Penn Community Center,61
26600640,2012-05-01,Brookline Community Center,263
26600641,2012-05-01,Arlington Community Center,39
26600642,2012-05-01,Ammon Community Center,174
26600643,2012-05-01,Jefferson Community Center,23
26600644,2012-05-01,Ormsby Community Center,28
26600645,2012-05-01,Paulson Community Center,35
26600646,2012-05-01,Phillips Community Center,40
26600647,2012-04-30,West Penn Community Center,74
26600648,2012-04-30,Warrington Community Center,56
26600649,2012-04-30,Ammon Community Center,134
26600650,2012-04-30,Arlington Community Center,30
26600651,2012-04-30,Brookline Community Center,324
26600652,2012-04-30,Jefferson Community Center,44
26600653,2012-04-30,Ormsby Community Center,35
26600654,2012-04-30,Phillips Community Center,45
26600655,2012-04-30,Paulson Community Center,8
26600656,2012-04-28,West Penn Community Center,49
26600657,2012-04-28,Brookline Community Center,168
26600658,2012-04-28,Jefferson Community Center,7
26600659,2012-04-28,Ormsby Community Center,6
26600660,2012-04-28,Phillips Community Center,37
26600661,2012-04-27,West Penn Community Center,80
26600662,2012-04-27,Warrington Community Center,42
26600663,2012-04-27,Brookline Community Center,154
26600664,2012-04-27,Arlington Community Center,66
26600665,2012-04-27,Ammon Community Center,32
26600666,2012-04-27,Jefferson Community Center,33
26600667,2012-04-27,Ormsby Community Center,23
26600668,2012-04-27,Phillips Community Center,57
26600669,2012-04-27,Paulson Community Center,34
26600670,2012-04-26,Warrington Community Center,63
26600671,2012-04-26,West Penn Community Center,120
26600672,2012-04-26,Ammon Community Center,178
26600673,2012-04-26,Arlington Community Center,86
26600674,2012-04-26,Brookline Community Center,153
26600675,2012-04-26,Jefferson Community Center,34
26600676,2012-04-26,Ormsby Community Center,26
26600677,2012-04-26,Paulson Community Center,43
26600678,2012-04-26,Phillips Community Center,47
26600679,2012-04-25,West Penn Community Center,63
26600680,2012-04-25,Warrington Community Center,86
26600681,2012-04-25,Brookline Community Center,227
26600682,2012-04-25,Arlington Community Center,103
26600683,2012-04-25,Ammon Community Center,192
26600684,2012-04-25,Jefferson Community Center,38
26600685,2012-04-25,Ormsby Community Center,30
26600686,2012-04-25,Magee Community Center,26
26600687,2012-04-25,Phillips Community Center,30
26600688,2012-04-25,Paulson Community Center,31
26600689,2012-04-24,West Penn Community Center,73
26600690,2012-04-24,Ammon Community Center,95
26600691,2012-04-24,Arlington Community Center,120
26600692,2012-04-24,Brookline Community Center,168
26600693,2012-04-24,Jefferson Community Center,35
26600694,2012-04-24,Magee Community Center,41
26600695,2012-04-24,Ormsby Community Center,31
26600696,2012-04-24,Phillips Community Center,96
26600697,2012-04-23,West Penn Community Center,71
26600698,2012-04-23,Warrington Community Center,65
26600699,2012-04-23,Brookline Community Center,155
26600700,2012-04-23,Arlington Community Center,46
26600701,2012-04-23,Ammon Community Center,141
26600702,2012-04-23,Jefferson Community Center,37
26600703,2012-04-23,Ormsby Community Center,42
26600704,2012-04-23,Magee Community Center,41
26600705,2012-04-23,Phillips Community Center,28
26600706,2012-04-23,Paulson Community Center,19
26600707,2012-04-21,West Penn Community Center,16
26600708,2012-04-21,Brookline Community Center,278
26600709,2012-04-21,Magee Community Center,8
26600710,2012-04-21,Ormsby Community Center,13
26600711,2012-04-21,Phillips Community Center,34
26600712,2012-04-20,West Penn Community Center,52
26600713,2012-04-20,Warrington Community Center,46
26600714,2012-04-20,Brookline Community Center,144
26600715,2012-04-20,Ammon Community Center,80
26600716,2012-04-20,Arlington Community Center,18
26600717,2012-04-20,Jefferson Community Center,52
26600718,2012-04-20,Ormsby Community Center,15
26600719,2012-04-20,Magee Community Center,18
26600720,2012-04-20,Phillips Community Center,35
26600721,2012-04-20,Paulson Community Center,17
26600722,2012-04-19,Warrington Community Center,103
26600723,2012-04-19,West Penn Community Center,102
26600724,2012-04-19,Arlington Community Center,192
26600725,2012-04-19,Ammon Community Center,16
26600726,2012-04-19,Brookline Community Center,228
26600727,2012-04-19,Jefferson Community Center,27
26600728,2012-04-19,Magee Community Center,34
26600729,2012-04-19,Ormsby Community Center,26
26600730,2012-04-19,Paulson Community Center,31
26600731,2012-04-19,Phillips Community Center,57
26600732,2012-04-18,West Penn Community Center,72
26600733,2012-04-18,Warrington Community Center,56
26600734,2012-04-18,Brookline Community Center,276
26600735,2012-04-18,Ammon Community Center,162
26600736,2012-04-18,Arlington Community Center,272
26600737,2012-04-18,Jefferson Community Center,31
26600738,2012-04-18,Ormsby Community Center,32
26600739,2012-04-18,Magee Community Center,27
26600740,2012-04-18,Phillips Community Center,38
26600741,2012-04-18,Paulson Community Center,11
26600742,2012-04-17,Warrington Community Center,46
26600743,2012-04-17,West Penn Community Center,52
26600744,2012-04-17,Arlington Community Center,86
26600745,2012-04-17,Ammon Community Center,105
26600746,2012-04-17,Brookline Community Center,294
26600747,2012-04-17,Jefferson Community Center,37
26600748,2012-04-17,Magee Community Center,28
26600749,2012-04-17,Ormsby Community Center,26
26600750,2012-04-17,Paulson Community Center,22
26600751,2012-04-17,Phillips Community Center,23
26600752,2012-04-16,West Penn Community Center,59
26600753,2012-04-16,Warrington Community Center,52
26600754,2012-04-16,Brookline Community Center,306
26600755,2012-04-16,Ammon Community Center,92
26600756,2012-04-16,Arlington Community Center,204
26600757,2012-04-16,Jefferson Community Center,25
26600758,2012-04-16,Ormsby Community Center,38
26600759,2012-04-16,Magee Community Center,28
26600760,2012-04-16,Phillips Community Center,29
26600761,2012-04-14,West Penn Community Center,21
26600762,2012-04-14,Ammon Community Center,5
26600763,2012-04-14,Brookline Community Center,137
26600764,2012-04-14,Ormsby Community Center,13
26600765,2012-04-14,Phillips Community Center,144
26600766,2012-04-13,West Penn Community Center,52
26600767,2012-04-13,Warrington Community Center,22
26600768,2012-04-13,Brookline Community Center,81
26600769,2012-04-13,Ammon Community Center,59
26600770,2012-04-13,Arlington Community Center,20
26600771,2012-04-13,Jefferson Community Center,10
26600772,2012-04-13,Ormsby Community Center,15
26600773,2012-04-13,Magee Community Center,11
26600774,2012-04-13,Phillips Community Center,38
26600775,2012-04-13,Paulson Community Center,11
26600776,2012-04-12,Warrington Community Center,69
26600777,2012-04-12,West Penn Community Center,131
26600778,2012-04-12,Arlington Community Center,52
26600779,2012-04-12,Ammon Community Center,36
26600780,2012-04-12,Brookline Community Center,174
26600781,2012-04-12,Jefferson Community Center,38
26600782,2012-04-12,Magee Community Center,31
26600783,2012-04-12,Ormsby Community Center,32
26600784,2012-04-12,Paulson Community Center,23
26600785,2012-04-12,Phillips Community Center,145
26600786,2012-04-11,West Penn Community Center,82
26600787,2012-04-11,Warrington Community Center,67
26600788,2012-04-11,Brookline Community Center,252
26600789,2012-04-11,Ammon Community Center,149
26600790,2012-04-11,Arlington Community Center,178
26600791,2012-04-11,Jefferson Community Center,32
26600792,2012-04-11,Ormsby Community Center,47
26600793,2012-04-11,Magee Community Center,38
26600794,2012-04-11,Phillips Community Center,142
26600795,2012-04-11,Paulson Community Center,22
26600796,2012-04-10,Warrington Community Center,59
26600797,2012-04-10,West Penn Community Center,73
26600798,2012-04-10,Arlington Community Center,38
26600799,2012-04-10,Ammon Community Center,160
26600800,2012-04-10,Brookline Community Center,321
26600801,2012-04-10,Jefferson Community Center,34
26600802,2012-04-10,Magee Community Center,45
26600803,2012-04-10,Ormsby Community Center,25
26600804,2012-04-10,Paulson Community Center,13
26600805,2012-04-10,Phillips Community Center,63
26600806,2012-04-09,West Penn Community Center,88
26600807,2012-04-09,Warrington Community Center,56
26600808,2012-04-09,Brookline Community Center,356
26600809,2012-04-09,Ammon Community Center,87
26600810,2012-04-09,Arlington Community Center,51
26600811,2012-04-09,Jefferson Community Center,50
26600812,2012-04-09,Ormsby Community Center,26
26600813,2012-04-09,Magee Community Center,20
26600814,2012-04-09,Phillips Community Center,142
26600815,2012-04-09,Paulson Community Center,24
26600816,2012-04-07,Jefferson Community Center,6
26600817,2012-04-07,Magee Community Center,4
26600818,2012-04-07,Phillips Community Center,31
26600819,2012-04-05,Warrington Community Center,26
26600820,2012-04-05,West Penn Community Center,122
26600821,2012-04-05,Arlington Community Center,78
26600822,2012-04-05,Ammon Community Center,25
26600823,2012-04-05,Brookline Community Center,198
26600824,2012-04-05,Jefferson Community Center,29
26600825,2012-04-05,Magee Community Center,13
26600826,2012-04-05,Ormsby Community Center,17
26600827,2012-04-05,Phillips Community Center,20
26600828,2012-04-05,Paulson Community Center,44
26600829,2012-04-04,West Penn Community Center,77
26600830,2012-04-04,Warrington Community Center,59
26600831,2012-04-04,Brookline Community Center,256
26600832,2012-04-04,Ammon Community Center,90
26600833,2012-04-04,Arlington Community Center,82
26600834,2012-04-04,Jefferson Community Center,29
26600835,2012-04-04,Ormsby Community Center,40
26600836,2012-04-04,Magee Community Center,22
26600837,2012-04-04,Paulson Community Center,38
26600838,2012-04-04,Phillips Community Center,43
26600839,2012-04-03,Warrington Community Center,39
26600840,2012-04-03,West Penn Community Center,54
26600841,2012-04-03,Arlington Community Center,31
26600842,2012-04-03,Ammon Community Center,27
26600843,2012-04-03,Brookline Community Center,293
26600844,2012-04-03,Jefferson Community Center,60
26600845,2012-04-03,Magee Community Center,25
26600846,2012-04-03,Ormsby Community Center,24
26600847,2012-04-03,Phillips Community Center,40
26600848,2012-04-03,Paulson Community Center,30
26600849,2012-04-02,West Penn Community Center,74
26600850,2012-04-02,Warrington Community Center,75
26600851,2012-04-02,Brookline Community Center,327
26600852,2012-04-02,Ammon Community Center,44
26600853,2012-04-02,Arlington Community Center,346
26600854,2012-04-02,Jefferson Community Center,43
26600855,2012-04-02,Ormsby Community Center,31
26600856,2012-04-02,Magee Community Center,26
26600857,2012-04-02,Paulson Community Center,28
26600858,2012-04-02,Phillips Community Center,22
26600859,2012-03-31,West Penn Community Center,22
26600860,2012-03-31,Ammon Community Center,30
26600861,2012-03-31,Brookline Community Center,314
26600862,2012-03-31,Jefferson Community Center,10
26600863,2012-03-31,Ormsby Community Center,12
26600864,2012-03-31,Phillips Community Center,24
26600865,2012-03-30,West Penn Community Center,69
26600866,2012-03-30,Warrington Community Center,54
26600867,2012-03-30,Brookline Community Center,159
26600868,2012-03-30,Ammon Community Center,22
26600869,2012-03-30,Arlington Community Center,26
26600870,2012-03-30,Jefferson Community Center,25
26600871,2012-03-30,Ormsby Community Center,27
26600872,2012-03-30,Magee Community Center,31
26600873,2012-03-30,Phillips Community Center,59
26600874,2012-03-30,Paulson Community Center,63
26600875,2012-03-29,Warrington Community Center,48
26600876,2012-03-29,West Penn Community Center,119
26600877,2012-03-29,Arlington Community Center,44
26600878,2012-03-29,Ammon Community Center,109
26600879,2012-03-29,Brookline Community Center,160
26600880,2012-03-29,Jefferson Community Center,51
26600881,2012-03-29,Magee Community Center,39
26600882,2012-03-29,Ormsby Community Center,30
26600883,2012-03-29,Paulson Community Center,74
26600884,2012-03-29,Phillips Community Center,47
26600885,2012-03-28,West Penn Community Center,74
26600886,2012-03-28,Warrington Community Center,80
26600887,2012-03-28,Brookline Community Center,292
26600888,2012-03-28,Ammon Community Center,169
26600889,2012-03-28,Arlington Community Center,177
26600890,2012-03-28,Jefferson Community Center,37
26600891,2012-03-28,Ormsby Community Center,40
26600892,2012-03-28,Magee Community Center,31
26600893,2012-03-28,Phillips Community Center,5
26600894,2012-03-28,Paulson Community Center,23
26600895,2012-03-27,Warrington Community Center,91
26600896,2012-03-27,West Penn Community Center,70
26600897,2012-03-27,Arlington Community Center,59
26600898,2012-03-27,Ammon Community Center,205
26600899,2012-03-27,Brookline Community Center,275
26600900,2012-03-27,Jefferson Community Center,36
26600901,2012-03-27,Magee Community Center,25
26600902,2012-03-27,Ormsby Community Center,51
26600903,2012-03-27,Paulson Community Center,21
26600904,2012-03-27,Phillips Community Center,16
26600905,2012-03-26,West Penn Community Center,71
26600906,2012-03-26,Warrington Community Center,84
26600907,2012-03-26,Brookline Community Center,298
26600908,2012-03-26,Ammon Community Center,57
26600909,2012-03-26,Arlington Community Center,228
26600910,2012-03-26,Jefferson Community Center,35
26600911,2012-03-26,Ormsby Community Center,47
26600912,2012-03-26,Magee Community Center,25
26600913,2012-03-26,Phillips Community Center,5
26600914,2012-03-26,Paulson Community Center,64
26600915,2012-03-25,West Penn Community Center,214
26600916,2012-03-24,West Penn Community Center,22
26600917,2012-03-24,Ammon Community Center,22
26600918,2012-03-24,Brookline Community Center,164
26600919,2012-03-24,Jefferson Community Center,14
26600920,2012-03-24,Phillips Community Center,46
26600921,2012-03-23,West Penn Community Center,58
26600922,2012-03-23,Warrington Community Center,25
26600923,2012-03-23,Brookline Community Center,233
26600924,2012-03-23,Ammon Community Center,26
26600925,2012-03-23,Arlington Community Center,19
26600926,2012-03-23,Jefferson Community Center,35
26600927,2012-03-23,Magee Community Center,18
26600928,2012-03-23,Ormsby Community Center,16
26600929,2012-03-23,Phillips Community Center,18
26600930,2012-03-23,Paulson Community Center,15
26600931,2012-03-22,Warrington Community Center,61
26600932,2012-03-22,West Penn Community Center,34
26600933,2012-03-22,Arlington Community Center,20
26600934,2012-03-22,Ammon Community Center,176
26600935,2012-03-22,Brookline Community Center,309
26600936,2012-03-22,Jefferson Community Center,37
26600937,2012-03-22,Ormsby Community Center,19
26600938,2012-03-22,Magee Community Center,8
26600939,2012-03-22,Paulson Community Center,166
26600940,2012-03-22,Phillips Community Center,12
26600941,2012-03-21,West Penn Community Center,73
26600942,2012-03-21,Warrington Community Center,88
26600943,2012-03-21,Brookline Community Center,297
26600944,2012-03-21,Ammon Community Center,26
26600945,2012-03-21,Arlington Community Center,41
26600946,2012-03-21,Jefferson Community Center,24
26600947,2012-03-21,Magee Community Center,30
26600948,2012-03-21,Ormsby Community Center,49
26600949,2012-03-21,Phillips Community Center,18
26600950,2012-03-21,Paulson Community Center,45
26600951,2012-03-20,Warrington Community Center,67
26600952,2012-03-20,West Penn Community Center,60
26600953,2012-03-20,Arlington Community Center,15
26600954,2012-03-20,Ammon Community Center,34
26600955,2012-03-20,Brookline Community Center,288
26600956,2012-03-20,Jefferson Community Center,22
26600957,2012-03-20,Ormsby Community Center,40
26600958,2012-03-20,Magee Community Center,9
26600959,2012-03-20,Paulson Community Center,24
26600960,2012-03-20,Phillips Community Center,20
26600961,2012-03-19,West Penn Community Center,83
26600962,2012-03-19,Warrington Community Center,56
26600963,2012-03-19,Brookline Community Center,335
26600964,2012-03-19,Ammon Community Center,42
26600965,2012-03-19,Arlington Community Center,123
26600966,2012-03-19,Jefferson Community Center,35
26600967,2012-03-19,Magee Community Center,42
26600968,2012-03-19,Ormsby Community Center,44
26600969,2012-03-19,Phillips Community Center,6
26600970,2012-03-19,Paulson Community Center,16
26600971,2012-03-18,West Penn Community Center,220
26600972,2012-03-17,West Penn Community Center,124
26600973,2012-03-17,Ammon Community Center,8
26600974,2012-03-17,Brookline Community Center,243
26600975,2012-03-17,Jefferson Community Center,11
26600976,2012-03-17,Magee Community Center,5
26600977,2012-03-17,Ormsby Community Center,10
26600978,2012-03-17,Phillips Community Center,26
26600979,2012-03-16,West Penn Community Center,61
26600980,2012-03-16,Warrington Community Center,33
26600981,2012-03-16,Brookline Community Center,282
26600982,2012-03-16,Ammon Community Center,48
26600983,2012-03-16,Magee Community Center,32
26600984,2012-03-16,Jefferson Community Center,19
26600985,2012-03-16,Ormsby Community Center,35
26600986,2012-03-16,Phillips Community Center,21
26600987,2012-03-16,Paulson Community Center,264
26600988,2012-03-15,Warrington Community Center,106
26600989,2012-03-15,West Penn Community Center,35
26600990,2012-03-15,Ammon Community Center,75
26600991,2012-03-15,Arlington Community Center,52
26600992,2012-03-15,Brookline Community Center,305
26600993,2012-03-15,Jefferson Community Center,37
26600994,2012-03-15,Magee Community Center,41
26600995,2012-03-15,Ormsby Community Center,30
26600996,2012-03-15,Moore Pool,1
26600997,2012-03-15,Paulson Community Center,69
26600998,2012-03-15,Phillips Community Center,34
26600999,2012-03-14,West Penn Community Center,76
26601000,2012-03-14,Warrington Community Center,79
26601001,2012-03-14,Brookline Community Center,325
26601002,2012-03-14,Arlington Community Center,71
26601003,2012-03-14,Ammon Community Center,35
26601004,2012-03-14,Magee Community Center,38
26601005,2012-03-14,Jefferson Community Center,35
26601006,2012-03-14,Ormsby Community Center,40
26601007,2012-03-14,Phillips Community Center,39
26601008,2012-03-14,Paulson Community Center,98
26601009,2012-03-13,Warrington Community Center,74
26601010,2012-03-13,West Penn Community Center,77
26601011,2012-03-13,Ammon Community Center,141
26601012,2012-03-13,Arlington Community Center,33
26601013,2012-03-13,Brookline Community Center,242
26601014,2012-03-13,Jefferson Community Center,20
26601015,2012-03-13,Magee Community Center,25
26601016,2012-03-13,Ormsby Community Center,38
26601017,2012-03-13,Paulson Community Center,12
26601018,2012-03-13,Phillips Community Center,38
26601019,2012-03-12,West Penn Community Center,74
26601020,2012-03-12,Warrington Community Center,94
26601021,2012-03-12,Brookline Community Center,205
26601022,2012-03-12,Arlington Community Center,48
26601023,2012-03-12,Ammon Community Center,121
26601024,2012-03-12,Magee Community Center,31
26601025,2012-03-12,Jefferson Community Center,39
26601026,2012-03-12,Ormsby Community Center,63
26601027,2012-03-12,Phillips Community Center,48
26601028,2012-03-12,Paulson Community Center,19
26601029,2012-03-11,West Penn Community Center,210
26601030,2012-03-10,West Penn Community Center,16
26601031,2012-03-10,Ammon Community Center,5
26601032,2012-03-10,Arlington Community Center,7
26601033,2012-03-10,Brookline Community Center,176
26601034,2012-03-10,Jefferson Community Center,8
26601035,2012-03-10,Magee Community Center,5
26601036,2012-03-10,Ormsby Community Center,10
26601037,2012-03-10,Paulson Community Center,5
26601038,2012-03-10,Phillips Community Center,93
26601039,2012-03-09,West Penn Community Center,60
26601040,2012-03-09,Warrington Community Center,37
26601041,2012-03-09,Brookline Community Center,131
26601042,2012-03-09,Arlington Community Center,21
26601043,2012-03-09,Ammon Community Center,25
26601044,2012-03-09,Magee Community Center,39
26601045,2012-03-09,Jefferson Community Center,24
26601046,2012-03-09,Ormsby Community Center,30
26601047,2012-03-09,Phillips Community Center,3
26601048,2012-03-09,Paulson Community Center,36
26601049,2012-03-08,Warrington Community Center,51
26601050,2012-03-08,West Penn Community Center,46
26601051,2012-03-08,Ammon Community Center,34
26601052,2012-03-08,Arlington Community Center,74
26601053,2012-03-08,Brookline Community Center,191
26601054,2012-03-08,Jefferson Community Center,23
26601055,2012-03-08,Magee Community Center,30
26601056,2012-03-08,Ormsby Community Center,86
26601057,2012-03-08,Paulson Community Center,3
26601058,2012-03-08,Phillips Community Center,25
26601059,2012-03-07,West Penn Community Center,82
26601060,2012-03-07,Warrington Community Center,72
26601061,2012-03-07,Brookline Community Center,310
26601062,2012-03-07,Arlington Community Center,58
26601063,2012-03-07,Ammon Community Center,46
26601064,2012-03-07,Magee Community Center,41
26601065,2012-03-07,Jefferson Community Center,24
26601066,2012-03-07,Ormsby Community Center,45
26601067,2012-03-07,Phillips Community Center,34
26601068,2012-03-07,Paulson Community Center,28
26601069,2012-03-06,Warrington Community Center,88
26601070,2012-03-06,West Penn Community Center,76
26601071,2012-03-06,Ammon Community Center,206
26601072,2012-03-06,Arlington Community Center,53
26601073,2012-03-06,Brookline Community Center,211
26601074,2012-03-06,Jefferson Community Center,29
26601075,2012-03-06,Magee Community Center,41
26601076,2012-03-06,Ormsby Community Center,37
26601077,2012-03-06,Paulson Community Center,19
26601078,2012-03-06,Phillips Community Center,49
26601079,2012-03-05,West Penn Community Center,82
26601080,2012-03-05,Warrington Community Center,84
26601081,2012-03-05,Brookline Community Center,234
26601082,2012-03-05,Arlington Community Center,30
26601083,2012-03-05,Ammon Community Center,145
26601084,2012-03-05,Magee Community Center,45
26601085,2012-03-05,Jefferson Community Center,31
26601086,2012-03-05,Ormsby Community Center,76
26601087,2012-03-05,Phillips Community Center,30
26601088,2012-03-05,Paulson Community Center,22
26601089,2012-03-04,West Penn Community Center,271
26601090,2012-03-04,Brookline Community Center,140
26601091,2012-03-03,West Penn Community Center,21
26601092,2012-03-03,Brookline Community Center,201
26601093,2012-03-03,Ammon Community Center,29
26601094,2012-03-03,Jefferson Community Center,7
26601095,2012-03-03,Ormsby Community Center,23
26601096,2012-03-03,Paulson Community Center,17
26601097,2012-03-02,West Penn Community Center,89
26601098,2012-03-02,Warrington Community Center,46
26601099,2012-03-02,Ammon Community Center,96
26601100,2012-03-02,Brookline Community Center,136
26601101,2012-03-02,Jefferson Community Center,27
26601102,2012-03-02,Magee Community Center,13
26601103,2012-03-02,Ormsby Community Center,72
26601104,2012-03-02,Paulson Community Center,15
26601105,2012-03-02,Phillips Community Center,32
26601106,2012-03-01,Warrington Community Center,94
26601107,2012-03-01,West Penn Community Center,125
26601108,2012-03-01,Brookline Community Center,196
26601109,2012-03-01,Ammon Community Center,177
26601110,2012-03-01,Arlington Community Center,62
26601111,2012-03-01,Magee Community Center,48
26601112,2012-03-01,Ormsby Community Center,37
26601113,2012-03-01,Phillips Community Center,24
26601114,2012-03-01,Paulson Community Center,24
26601115,2012-02-29,West Penn Community Center,81
26601116,2012-02-29,Warrington Community Center,120
26601117,2012-02-29,Arlington Community Center,65
26601118,2012-02-29,Ammon Community Center,37
26601119,2012-02-29,Brookline Community Center,303
26601120,2012-02-29,Magee Community Center,34
26601121,2012-02-29,Jefferson Community Center,26
26601122,2012-02-29,Frick Environmental Center,5
26601123,2012-02-29,Ormsby Community Center,49
26601124,2012-02-29,Paulson Community Center,18
26601125,2012-02-29,Phillips Community Center,19
26601126,2012-02-28,Warrington Community Center,102
26601127,2012-02-28,West Penn Community Center,58
26601128,2012-02-28,Brookline Community Center,180
26601129,2012-02-28,Ammon Community Center,199
26601130,2012-02-28,Arlington Community Center,46
26601131,2012-02-28,Jefferson Community Center,34
26601132,2012-02-28,Magee Community Center,18
26601133,2012-02-28,Ormsby Community Center,54
26601134,2012-02-28,Phillips Community Center,20
26601135,2012-02-28,Paulson Community Center,34
26601136,2012-02-27,West Penn Community Center,89
26601137,2012-02-27,Warrington Community Center,94
26601138,2012-02-27,Arlington Community Center,45
26601139,2012-02-27,Ammon Community Center,162
26601140,2012-02-27,Brookline Community Center,214
26601141,2012-02-27,Magee Community Center,34
26601142,2012-02-27,Jefferson Community Center,45
26601143,2012-02-27,Ormsby Community Center,60
26601144,2012-02-27,Paulson Community Center,39
26601145,2012-02-26,West Penn Community Center,178
26601146,2012-02-25,West Penn Community Center,40
26601147,2012-02-25,Brookline Community Center,293
26601148,2012-02-25,Ammon Community Center,20
26601149,2012-02-25,Jefferson Community Center,12
26601150,2012-02-25,Magee Community Center,210
26601151,2012-02-25,Ormsby Community Center,15
26601152,2012-02-25,Paulson Community Center,11
26601153,2012-02-25,Phillips Community Center,77
26601154,2012-02-24,West Penn Community Center,89
26601155,2012-02-24,Warrington Community Center,42
26601156,2012-02-24,Ammon Community Center,38
26601157,2012-02-24,Arlington Community Center,26
26601158,2012-02-24,Brookline Community Center,115
26601159,2012-02-24,Magee Community Center,19
26601160,2012-02-24,Jefferson Community Center,41
26601161,2012-02-24,Ormsby Community Center,25
26601162,2012-02-24,Phillips Community Center,14
26601163,2012-02-24,Paulson Community Center,23
26601164,2012-02-23,Warrington Community Center,94
26601165,2012-02-23,West Penn Community Center,135
26601166,2012-02-23,Brookline Community Center,196
26601167,2012-02-23,Arlington Community Center,47
26601168,2012-02-23,Ammon Community Center,37
26601169,2012-02-23,Jefferson Community Center,41
26601170,2012-02-23,Magee Community Center,35
26601171,2012-02-23,Ormsby Community Center,43
26601172,2012-02-23,Paulson Community Center,89
26601173,2012-02-23,Phillips Community Center,5
26601174,2012-02-22,West Penn Community Center,102
26601175,2012-02-22,Warrington Community Center,79
26601176,2012-02-22,Ammon Community Center,54
26601177,2012-02-22,Arlington Community Center,92
26601178,2012-02-22,Brookline Community Center,200
26601179,2012-02-22,Magee Community Center,31
26601180,2012-02-22,Jefferson Community Center,42
26601181,2012-02-22,Ormsby Community Center,65
26601182,2012-02-22,Phillips Community Center,36
26601183,2012-02-22,Paulson Community Center,38
26601184,2012-02-21,Warrington Community Center,98
26601185,2012-02-21,West Penn Community Center,134
26601186,2012-02-21,Brookline Community Center,143
26601187,2012-02-21,Arlington Community Center,44
26601188,2012-02-21,Ammon Community Center,158
26601189,2012-02-21,Jefferson Community Center,42
26601190,2012-02-21,Magee Community Center,19
26601191,2012-02-21,Ormsby Community Center,48
26601192,2012-02-21,Paulson Community Center,41
26601193,2012-02-21,Phillips Community Center,22
26601194,2012-02-20,West Penn Community Center,122
26601195,2012-02-20,Warrington Community Center,79
